id,text,correctness,Label
print_1.jpg,#ี]ริ,0.237090427,O
print_1.jpg,manpuku,0.712725311,O
print_1.jpg, manpuku,0.746942042,O
print_1.jpg,โทรศพท:0624344538,0.7257566,O
print_1.jpg,ปล,0.981482155,O
print_1.jpg, โต๊ะ - 13,0.257888542,O
print_1.jpg,ทานที่ร้าน:,0.912334081,O
print_1.jpg,ชื่อพนักงาน:,0.895159894,O
print_1.jpg,29-05-2566 19:25,0.995708661,O
print_1.jpg,29-05-2566,0.998419343,O
print_1.jpg,เวลาทีฟิมฟ์:,0.926684602,O
print_1.jpg,oty,0.56886816,O
print_1.jpg,ราคา,0.998467088,O
print_1.jpg,สินค้า,0.812716727,O
print_1.jpg, 1,0.264601721,O
print_1.jpg,ฟันตันเมน (xl),0.438113698,B-ITEM
print_1.jpg,1,0.181559522,O
print_1.jpg,169.00,0.999538029,O
print_1.jpg,1,0.873581326,O
print_1.jpg,2,0.999976874,O
print_1.jpg,อุดังเทมประ,0.761232383,B-ITEM
print_1.jpg,(xl),0.836035907,I-ITEM
print_1.jpg,1,0.99976088,O
print_1.jpg,3,0.999958516,O
print_1.jpg,ทาโกะบากี ($),0.450748956,B-ITEM
print_1.jpg, od,0.052832786,O
print_1.jpg,69.00,0.947494589,O
print_1.jpg,69.,0.981122355,O
print_1.jpg,4,0.999066094,O
print_1.jpg,*เต่าปูเปนรานุ,0.317938321,B-ITEM
print_1.jpg,(ภาคาปกติ),0.804673417,I-ITEM
print_1.jpg,a,0.951430684,O
print_1.jpg,ขอดรวม,0.771590125,O
print_1.jpg,-,0.767143227,O
print_1.jpg,22.10,0.975178335,I-DISC
print_1.jpg,5% (5%),0.808450672,O
print_1.jpg,419.9,0.991321262,I-TOTAL
print_1.jpg, ฟั้งหมด,0.403398891,O
print_1.jpg, hava a niee,0.252837573,O
print_1.jpg,mmeal!:,0.55062704,O
print_1.jpg, คุณปริม,0.51145431,O
print_1.jpg,19:56,0.99893252,O
print_1.jpg,เวลาเข้า:,0.755580941,O
print_1.jpg,ราคารวม,0.679648341,O
print_1.jpg,149.00,0.952777473,O
print_1.jpg,"149,00",0.591284716,B-COST
print_1.jpg,169.00,0.529482738,B-COST
print_1.jpg,55.00,0.999786376,O
print_1.jpg,55.00,0.998869017,B-COST
print_1.jpg,69.00,0.127448991,O
print_1.jpg,69.00,0.127448991,B-COST
print_1.jpg,442.,0.976232469,O
print_1.jpg,ลด,0.833211238,O
print_10.jpg, starbucks coffee,0.513418284,O
print_10.jpg,wiiconf to stannucks coffee,0.277777235,O
print_10.jpg,1435 cantral aaทa3 sth ni.,0.030505168,O
print_10.jpg,06 5504360)6,0.283534604,O
print_10.jpg,navr,0.382371007,O
print_10.jpg, onande day,0.228318478,O
print_10.jpg,24726210 ผaแ umon,0.185051107,O
print_10.jpg,chk 0100111998,0.681014377,O
print_10.jpg,)u|21 2312:52p14,0.240117013,O
print_10.jpg,hrbiscus,0.601524504,B-ITEM
print_10.jpg,oa,0.829483547,O
print_10.jpg,a3s.0o,0.336736285,O
print_10.jpg, code,0.781263478,O
print_10.jpg, payment,0.892299072,O
print_10.jpg,135.00,0.805370862,B-COST
print_10.jpg,13s.0o,0.353977868,O
print_10.jpg,8.83 vat ttl,0.800936188,B-VAT
print_10.jpg,het ttl,0.269152112,O
print_10.jpg,135.00,0.576690364,B-TOTAL
print_10.jpg,tax,0.996236126,O
print_10.jpg,#n01c[(488) 230721,0.159627203,O
print_10.jpg,126.17,0.93025387,O
print_10.jpg,tax#,0.989030242,O
print_10.jpg,6135541008688(721 incaots5,0.169566768,O
print_10.jpg,p0$# [030230002608(/,0.199276588,O
print_10.jpg,soin starbucks rewards,0.727856071,O
print_10.jpg,callect: 1 star from,0.387659317,O
print_10.jpg,now.,0.959161029,O
print_10.jpg,yaht &,0.266510921,O
print_10.jpg,25,0.972980193,O
print_10.jpg,"lewarda,",0.339846039,O
print_10.jpg, stafs add up to,0.357175124,O
print_10.jpg,fth andm nartivaoo starbuck0 card,0.020591201,O
print_10.jpg,il,0.138083183,O
print_10.jpg, loo paht afeglato,0.12216845,O
print_10.jpg,"twnueas ahupks., co.mf",0.004090996,O
print_10.jpg,dr,0.113568647,O
print_10.jpg,app,0.998790352,O
print_10.jpg,safa &,0.283028626,O
print_10.jpg,heaithy.,0.957806214,O
print_10.jpg,thank you,0.802582934,O
print_10.jpg,76nx zxae3,0.297955452,O
print_10.jpg,ut.1/s,0.296096113,O
print_10.jpg,pomi,0.74155283,O
print_10.jpg,000691350151,0.257440418,O
print_10.jpg,fatal,0.39744579,O
print_10.jpg,135.00,0.711858705,B-TOTAL
print_10.jpg, included),0.596993567,O
print_10.jpg,evafy,0.151521872,O
print_10.jpg, those,0.494703491,O
print_10.jpg, stay,0.501679607,O
print_100.jpg, powered by phoenix,0.549122148,O
print_100.jpg, rดireup,0.709010255,O
print_100.jpg,"ค,<,:",0.002625587,O
print_100.jpg,c<1,0.088405503,O
print_100.jpg,acebcok.:,0.504308114,O
print_100.jpg,refeel,0.997794449,O
print_100.jpg,?e:,0.165693908,O
print_100.jpg,refeel,0.988477825,O
print_100.jpg,/: 0819969345,0.822923714,O
print_100.jpg,x,0.999996901,O
print_100.jpg,ld,0.76686271,O
print_100.jpg,วs ld,0.32739109,O
print_100.jpg,12,0.999881569,O
print_100.jpg,#89922,0.713248336,O
print_100.jpg,6-$ep-2023 12:23am,0.969465568,O
print_100.jpg,#025 3ank.,0.356222087,O
print_100.jpg,iuest: 1,0.683607846,O
print_100.jpg,sangsom o.7l + mixer 5 ยวด,0.900416685,B-ITEM
print_100.jpg,579.00,0.991128408,B-COST
print_100.jpg,นาแช็ง,0.550607619,B-ITEM
print_100.jpg,315.00,0.997444395,B-COST
print_100.jpg,ง,0.020691296,O
print_100.jpg,chang classic .4 ขวด,0.673247202,B-ITEM
print_100.jpg,698.00,0.753884173,B-COST
print_100.jpg,เฟรัน#ราย,0.664015636,B-ITEM
print_100.jpg,90.00,0.942880971,B-COST
print_100.jpg,>,0.515527331,O
print_100.jpg, เอ็นข้อไก่ทอด,0.5268777,B-ITEM
print_100.jpg,"180,00",0.856908782,B-COST
print_100.jpg,3,0.476149268,O
print_100.jpg,โชดา,0.967920287,B-ITEM
print_100.jpg,75.00,0.984779593,B-COST
print_100.jpg,1,0.99858775,O
print_100.jpg,sangsom o.7l + mixer 5 ชวด,0.62828336,B-ITEM
print_100.jpg,579.00,0.966368791,B-COST
print_100.jpg,t,0.257957505,O
print_100.jpg, โค๊ก,0.338015502,B-ITEM
print_100.jpg,175.00,0.724907656,B-COST
print_100.jpg,a,0.887119385,O
print_100.jpg,สไปร์ท,0.780262179,B-ITEM
print_100.jpg,100.00,0.444284704,B-COST
print_100.jpg,a,0.339256511,O
print_100.jpg,sangsom o.7l.,0.723387842,B-ITEM
print_100.jpg,mixer.5 ชวดิ,0.434432459,I-ITEM
print_100.jpg,573.00,0.942289918,B-COST
print_100.jpg,ไ,0.318669844,O
print_100.jpg,sangsom o.7l,0.701039676,B-ITEM
print_100.jpg,mixer s ชาด,0.399987276,I-ITEM
print_100.jpg,579.00,0.996535702,B-COST
print_100.jpg, subtotal,0.614506917,O
print_100.jpg,"3,949.00",0.375300695,O
print_100.jpg,total,0.999911448,O
print_100.jpg,"3,949.00",0.999359747,B-TOTAL
print_100.jpg,thank you.,0.668465731,O
print_101.jpg, receipt / tax invoice (abb),0.506154536,O
print_101.jpg,vat included,0.935330286,O
print_101.jpg,pos qd;,0.503116266,O
print_101.jpg,d030270002a1979,0.755001607,O
print_101.jpg,no.:  cr2/00056838,0.802994861,O
print_101.jpg,table:,0.966635477,O
print_101.jpg,a5,0.999891347,O
print_101.jpg, staff;   660632 นางสาวศศิพิมฟ์ วาสประเสริฐสุข,0.378761444,O
print_101.jpg, guests:,0.886199901,O
print_101.jpg,2,0.999988079,O
print_101.jpg,ld;  ieuoo,0.374489743,O
print_101.jpg,date:  08/11/66,0.627856128,O
print_101.jpg,time:,0.807527871,O
print_101.jpg,14:49,0.95803041,O
print_101.jpg,2,0.999966145,O
print_101.jpg, all you can eat,0.58463184,B-ITEM
print_101.jpg,ผู่ไหญ่,0.773322002,I-ITEM
print_101.jpg,"1,198.00",0.50500236,B-COST
print_101.jpg,11,0.729766726,O
print_101.jpg,aus. beef,0.924847849,B-ITEM
print_101.jpg,0.00,0.403545856,B-COST
print_101.jpg,2,0.63061997,O
print_101.jpg, mix shabu suki,0.677490578,B-ITEM
print_101.jpg,0.00,0.825357914,B-COST
print_101.jpg,ice cream-,0.769999149,B-ITEM
print_101.jpg,o.00,0.219726652,B-COST
print_101.jpg, charcoal(free),0.68775196,I-ITEM
print_101.jpg,2,0.999939681,O
print_101.jpg,ice cream rice,0.777770957,B-ITEM
print_101.jpg,0.00,0.685286105,B-COST
print_101.jpg, milk{free),0.576096311,I-ITEM
print_101.jpg,sherbet- ume(free),0.530498738,B-ITEM
print_101.jpg,o.oo,0.50464648,B-COST
print_101.jpg, sherbet mango(free),0.646071819,B-ITEM
print_101.jpg, o.00,0.263453867,B-COST
print_101.jpg,1,0.280440201,O
print_101.jpg,ice cream-,0.942306843,B-ITEM
print_101.jpg,o.00,0.48409515,B-COST
print_101.jpg, greentea(free),0.878289029,I-ITEM
print_101.jpg, ponsu sauce{free),0.588711171,B-ITEM
print_101.jpg,o.00,0.304752111,B-COST
print_101.jpg,ลุ,0.141978381,O
print_101.jpg,sesame sauce(free),0.802754289,B-ITEM
print_101.jpg,o.oo,0.25567165,B-COST
print_101.jpg, sweet shoyu,0.804410868,B-ITEM
print_101.jpg,o.oo,0.404851645,B-COST
print_101.jpg, sauce(free),0.595071668,I-ITEM
print_101.jpg,a,0.372400693,B-COST
print_101.jpg, egg(free),0.613660795,B-ITEM
print_101.jpg,o.00,0.295258403,B-COST
print_101.jpg,items:,0.925070661,O
print_101.jpg,36,0.99998449,O
print_101.jpg, subtotal.:,0.495943667,O
print_101.jpg,"1,198.00",0.894330809,O
print_101.jpg, service charge(10%);,0.854919641,O
print_101.jpg,119.80,0.720816539,B-SERVC
print_101.jpg,total',0.301774569,O
print_101.jpg,"1,317.80",0.99782614,B-TOTAL
print_101.jpg,or code bbl,0.74460189,O
print_101.jpg,"1,317.80",0.999544813,O
print_101.jpg, before tax,0.840678381,O
print_101.jpg,"1,231.59",0.99952205,O
print_101.jpg,tax 7%,0.370698229,O
print_101.jpg,86.21,0.799109657,B-VAT
print_102.jpg,เดลิเวอรี,0.941322648,O
print_102.jpg,wn),0.940232534,O
print_102.jpg,วน,0.999992582,O
print_102.jpg, รหัสออเดอร์: 7017,0.549377095,O
print_102.jpg,the chopsticks,0.787152258,O
print_102.jpg,sukhumvit,0.967939678,O
print_102.jpg,764/1 1,0.621512208,O
print_102.jpg,n.,0.532695949,O
print_102.jpg,สุขฺุมวิทแขวง คลองตัน เขตคลองเตย,0.499034008,O
print_102.jpg,กรุงเทพมหานคร ประเทศไทย,0.679809588,O
print_102.jpg,โทร,0.711353838,O
print_102.jpg,021252439,0.977937952,O
print_102.jpg,ใบเสรีจ,0.549165954,O
print_102.jpg,เองเดอร์ lineman,0.691581072,O
print_102.jpg,231101-017117017,0.774594366,O
print_102.jpg,.fan,0.532434762,O
print_102.jpg,เอกพล ยอดสมฺใจ,0.56205581,O
print_102.jpg,",ลูกค้า : วัน",0.458016426,O
print_102.jpg,rฝักงาน,0.15824812,O
print_102.jpg,วรรธนไซย แสงมีน,0.385961105,O
print_102.jpg,ld,0.289542768,O
print_102.jpg,a6mhm,0.598034938,O
print_102.jpg,วันที่ : 01,0.802019128,O
print_102.jpg,เ,0.009407229,O
print_102.jpg,เวลา : 11:38:57,0.390869624,O
print_102.jpg,ตอ,0.001021486,O
print_102.jpg,z,0.04329525,O
print_102.jpg,..,0.047629169,O
print_102.jpg,2,0.999474714,O
print_102.jpg,,0.01,B-ITEM
print_102.jpg,196.00,0.999618824,B-COST
print_102.jpg,sreast,0.434938053,I-ITEM
print_102.jpg,2 ข้าวเป็ดย่าง,0.413458595,B-ITEM
print_102.jpg,196.00,0.999257231,B-COST
print_102.jpg,ix thigh,0.901591227,I-ITEM
print_102.jpg,4.,0.529177745,O
print_102.jpg,ช้าวหมูแดง,0.814262899,B-ITEM
print_102.jpg,392.00,0.808783566,B-COST
print_102.jpg,ix low fat,0.770652713,I-ITEM
print_102.jpg, จำนวน : 8,0.492520325,O
print_102.jpg,รวม:,0.88733983,O
print_102.jpg,784.00,0.725413636,O
